"source","fragmentation_index","frag_ea_c","marginal_effect","ci_low","ci_high","ci_low_68","ci_high_68"
"Direct euro area EA-MD factors",120.805868220351,20.8058682203515,-3.29652994236642,-8.10835257741247,1.51529269267964,-5.7515414908593,-0.841518393873533
"Direct euro area EA-MD factors",121.290246365553,21.2902463655525,-3.34591102469688,-8.26019546875917,1.56837341936541,-5.85319900636132,-0.838623043032447
"Direct euro area EA-MD factors",121.774624510754,21.7746245107536,-3.39529210702734,-8.41206995009633,1.62148573604164,-5.9548726392054,-0.835711574849289
"Direct euro area EA-MD factors",122.259002655955,22.2590026559547,-3.4446731893578,-8.56397412403701,1.6746277453214,-6.05656142133699,-0.832784957378616
"Direct euro area EA-MD factors",122.743380801156,22.7433808011558,-3.49405427168827,-8.7159062416747,1.72779769829816,-6.15826446045686,-0.82984408291968
"Direct euro area EA-MD factors",123.227758946357,23.2277589463569,-3.54343535401873,-8.86786468838304,1.78099398034558,-6.25998093277603,-0.826889775261427
"Direct euro area EA-MD factors",123.712137091558,23.712137091558,-3.59281643634919,-9.01984797120979,1.83421509851141,-6.36171007658419,-0.823922796114191
"Direct euro area EA-MD factors",124.196515236759,24.196515236759,-3.64219751867965,-9.17185470766053,1.88745967030122,-6.46345118652704,-0.820943850832268
"Direct euro area EA-MD factors",124.68089338196,24.6808933819601,-3.69157860101012,-9.32388361569714,1.94072641367691,-6.56520360850349,-0.817953593516737
"Direct euro area EA-MD factors",125.165271527161,25.1652715271612,-3.74095968334058,-9.47593350480075,1.99401413811959,-6.66696673510597,-0.814952631575184
"Direct euro area EA-MD factors",125.649649672362,25.6496496723623,-3.79034076567104,-9.6280032679696,2.04732173662752,-6.76874000153765,-0.811941529804429
"Direct euro area EA-MD factors",126.134027817563,26.1340278175634,-3.8397218480015,-9.78009187453992,2.10064817853692,-6.87052288194968,-0.808920814053329
"Direct euro area EA-MD factors",126.618405962764,26.6184059627644,-3.88910293033196,-9.9321983637331,2.15399250306917,-6.97231488614887,-0.805890974515057
"Direct euro area EA-MD factors",127.102784107966,27.1027841079655,-3.93848401266243,-10.0843218388449,2.20735381352007,-7.07411555663309,-0.802852468691766
"Direct euro area EA-MD factors",127.587162253167,27.5871622531666,-3.98786509499289,-10.2364614620038,2.260731272018,-7.17592446591681,-0.799805724068966
"Direct euro area EA-MD factors",128.071540398368,28.0715403983677,-4.03724617732335,-10.3886164494341,2.31412409478738,-7.27774121411454,-0.796751140532159
